message,severity,attributes,tags,timestamp
[19:59:09] [startup]: Discord login successful,info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.099358843Z
[19:59:09] [startup]: Registering slash commands...,info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.099361716Z
[19:59:09] [startup]: Ready! Logged in as 𝑮𝒐𝒋𝒐#6452,info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.123357197Z
[19:59:09] [startup]: Serving 2 guild(s),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.123360275Z
[19:59:09] [startup]: Loaded 98 commands,info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.123364312Z
"[19:59:09] [startup]: Reaction role reconciliation: scanned 0, removed 0, errors 0",info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.124509011Z
[19:59:09] [[31merror[39m]: DiscordAPIError[10004]: Unknown Guild,info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220002600Z
    at handleErrors (file:///app/node_modules/@discordjs/rest/dist/index.mjs:721:13),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220005216Z
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220007748Z
    at async SequentialHandler.runRequest (file:///app/node_modules/@discordjs/rest/dist/index.mjs:1122:23),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220010318Z
    at async SequentialHandler.queueRequest (file:///app/node_modules/@discordjs/rest/dist/index.mjs:953:14),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220012866Z
    at async _REST.request (file:///app/node_modules/@discordjs/rest/dist/index.mjs:1266:22),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220015498Z
    at async GuildManager.fetch (/app/node_modules/discord.js/src/managers/GuildManager.js:276:20),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220018758Z
    at async registerCommands (file:///app/src/handlers/commandLoader.js:252:31),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220021842Z
    at async TitanBot.registerCommands (file:///app/src/app.js:311:7),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220024850Z
    at async TitanBot.start (file:///app/src/app.js:94:7),info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.220027547Z
[19:59:09] [startup]: Slash commands registration complete,info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.903258364Z
"[19:59:09] [startup]: ONLINE ✅ | 98 commands loaded | 31 buttons, 2 menus, 8 modals | Database: Connected (persistent data enabled)",info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T19:59:09.903262938Z
"[19:59:55] [[31merror[39m]: AI generation error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent: [404 Not Found] models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T20:00:00.011718080Z
"[20:00:18] [[31merror[39m]: AI generation error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent: [404 Not Found] models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",info,"{""level"":""info""}","{""project"":""0d8709c0-b92e-4db4-8560-6f1065800aff"",""environment"":""0e56d669-c9ef-48cc-8de4-cd4d3b2524b6"",""service"":""8a963aa4-2973-4b86-82e4-c9e59ac771fe"",""deployment"":""6a5f8cd4-988c-43a4-910a-c9a694463113"",""replica"":""4a699178-6e4e-4c81-8c15-fbf718141c0a""}",2026-04-12T20:00:19.959708294Z
